Complexity,LOC,Lang_Type,Maint_Type,Skill,Age,Interdependence,Team_Size,Exp,Def_Density,Def_Severity,Churn,Change_Req,Test_Cov,Doc_Quality,Cost
60,461857,High-level,Preventive,5,7,2,15,Junior,2.587924084,2,45.96327544,78,57.09915713,Average,20004.75721
21,823827,Low-level,Adaptive,9,3,3,10,Mid-level,3.164571309,2,22.36025483,68,40.78826102,Average,25106.91579
33,505492,High-level,Perfective,9,14,1,7,Senior,0.869670203,3,93.34551052,67,66.14478166,Poor,20207.08676
76,654983,Scripting,Perfective,4,0,2,2,Senior,3.032197838,1,34.45965957,27,88.19032848,Poor,22828.2748
58,416916,High-level,Corrective,3,10,3,10,Junior,9.665584394,2,16.09844317,52,40.93891312,Average,21155.98152
22,822052,High-level,Corrective,1,6,2,4,Senior,9.447073817,1,56.31643885,50,28.98806795,Average,28797.4489
89,759574,High-level,Adaptive,2,16,1,12,Mid-level,3.348782901,3,94.37741203,52,1.451509453,Good,28623.73026
49,129148,High-level,Adaptive,8,19,2,19,Mid-level,5.708539363,3,0.38302905,3,57.48390379,Average,10845.89004
91,807991,Low-level,Perfective,1,17,3,11,Senior,9.095953911,1,23.81248433,78,40.22747674,Good,29546.20305
59,487261,High-level,Preventive,8,11,1,8,Senior,0.061838226,3,93.84476404,16,37.4649219,Poor,18985.97842
42,356540,Low-level,Corrective,7,8,3,18,Senior,8.106835703,2,17.10859669,66,18.29353213,Poor,16464.09123
92,193714,High-level,Corrective,8,4,3,11,Mid-level,9.483695528,1,11.32434516,73,43.00553452,Average,13744.21593
60,732899,Low-level,Perfective,6,9,2,11,Senior,0.913257343,2,57.01872158,46,98.44419536,Average,23499.95739
80,284876,High-level,Corrective,9,3,3,13,Junior,1.61447686,1,86.18438233,55,29.77541537,Poor,14667.13544
15,260747,High-level,Perfective,3,4,3,3,Senior,9.607463028,3,47.71098177,22,59.97044134,Good,16514.5368
62,616650,Low-level,Adaptive,10,9,3,12,Senior,5.375401436,3,99.45642567,17,77.64868813,Average,20236.33539
62,424570,High-level,Adaptive,4,10,3,3,Mid-level,0.141966345,1,67.91716995,0,74.91578232,Poor,18916.02466
47,276987,High-level,Corrective,6,20,1,10,Mid-level,2.576319988,2,7.407490721,34,32.87742875,Poor,16375.63516
62,639353,Scripting,Adaptive,8,9,1,17,Senior,4.499436743,3,99.28321317,63,61.08600835,Poor,21917.55966
51,859158,Scripting,Adaptive,5,7,2,2,Junior,6.92908911,3,40.78942368,57,87.12646853,Good,29643.75134
55,18640,High-level,Adaptive,3,1,1,17,Junior,7.331603781,2,28.74025338,94,1.544742773,Poor,12434.21422
64,53528,High-level,Corrective,6,7,2,16,Senior,9.954215129,3,55.78791836,58,43.57343568,Average,11249.18675
3,825845,Low-level,Perfective,4,15,3,2,Mid-level,2.875111994,2,30.43075918,0,22.42734182,Average,27862.29158
51,260214,High-level,Perfective,9,4,3,20,Senior,5.382201019,2,8.645750712,2,38.86322904,Poor,11007.09657
7,840070,High-level,Corrective,3,2,2,6,Mid-level,5.333235479,3,0.142834308,66,41.5989608,Poor,28839.44811
21,971240,High-level,Corrective,4,11,3,10,Junior,4.056452594,2,44.95833529,36,74.66709648,Poor,30668.56597
73,502108,Low-level,Corrective,7,12,3,10,Senior,1.691618938,2,83.68634222,82,9.38218724,Average,21215.93173
39,635421,Low-level,Adaptive,7,12,2,8,Mid-level,9.774565632,2,57.23151856,28,51.25839031,Poor,23349.45025
18,369501,High-level,Adaptive,4,9,1,1,Junior,8.533171867,3,99.92072989,88,56.41947918,Poor,22158.74604
4,725226,High-level,Adaptive,6,3,2,13,Senior,4.983330283,3,28.68466456,32,49.41576036,Good,22542.11875
89,151159,High-level,Corrective,3,8,3,9,Mid-level,6.032454227,2,28.04550648,99,73.18732531,Poor,16399.7797
60,173502,Low-level,Corrective,6,1,2,10,Mid-level,2.272610536,2,15.97494602,60,38.37912559,Good,12793.38453
14,156576,High-level,Adaptive,2,18,2,15,Mid-level,5.437870704,2,16.40635883,92,94.49670636,Good,15102.3718
9,925618,High-level,Adaptive,8,0,1,5,Senior,6.949701331,2,28.5186596,89,48.18034425,Average,27933.11999
90,866291,Low-level,Preventive,2,6,3,16,Senior,5.151670284,1,79.28400453,3,57.12139096,Average,26541.19314
53,887089,High-level,Corrective,7,16,3,13,Senior,9.902851706,3,90.57567906,13,82.55308233,Poor,27814.41274
2,929479,Low-level,Adaptive,9,2,3,20,Junior,6.113416562,2,97.50871697,90,27.52361059,Good,27033.22914
84,12023,High-level,Adaptive,1,19,3,18,Senior,3.709737126,2,23.22896541,32,7.520202876,Average,12092.37651
92,546735,High-level,Adaptive,8,19,3,11,Mid-level,7.721520276,1,88.12975456,21,70.77839784,Average,20934.71682
60,389043,High-level,Perfective,7,20,3,9,Mid-level,1.704625116,1,32.82550893,47,48.30118555,Poor,18507.4382
71,287103,Low-level,Adaptive,6,2,3,16,Mid-level,3.845158137,3,11.28405445,2,89.6504251,Good,13196.49184
44,67203,Scripting,Preventive,6,2,3,2,Senior,3.469589504,2,87.00249255,86,98.26800487,Poor,12483.35136
8,906588,Scripting,Corrective,6,16,2,2,Senior,4.318070951,1,63.61056346,84,39.91093506,Average,29912.51056
47,161775,High-level,Corrective,9,6,1,12,Junior,7.817798259,2,16.47308961,22,41.54390163,Average,11604.20626
35,10337,Low-level,Perfective,2,13,2,8,Mid-level,4.841730322,2,42.98312575,67,40.79626022,Poor,13422.86606
78,571715,High-level,Adaptive,1,16,2,9,Senior,7.940144503,1,28.72576949,20,32.45541097,Average,23527.38919
81,515723,High-level,Corrective,6,17,2,12,Junior,5.764889031,2,73.67945687,100,78.16870978,Good,22887.65909
36,324673,Scripting,Corrective,10,12,2,9,Senior,3.420694347,2,45.34162306,42,75.89957625,Good,14163.24179
50,365167,High-level,Corrective,8,19,3,10,Mid-level,8.099787437,2,98.92799451,94,47.86448706,Good,19429.31385
4,347809,High-level,Perfective,3,19,3,2,Mid-level,2.382896706,2,5.474498226,84,4.466121638,Average,21217.18095
2,631075,High-level,Corrective,10,20,3,16,Mid-level,2.243829798,2,35.50152661,25,30.95593015,Average,20458.83131
6,688281,High-level,Corrective,1,17,2,20,Mid-level,5.045029241,3,48.19001671,40,29.23030466,Poor,25678.76996
54,296451,High-level,Corrective,9,3,1,7,Senior,2.60849246,2,50.31335547,98,81.10872462,Average,14970.34878
4,421571,Low-level,Corrective,1,0,1,2,Mid-level,0.09087035,1,31.59358224,37,8.757557342,Poor,19725.89937
54,128016,High-level,Corrective,3,17,2,1,Senior,6.482975273,1,72.92402491,87,80.5675379,Average,16182.56227
93,792267,Scripting,Adaptive,8,0,1,19,Mid-level,5.110938215,2,87.47470735,10,66.91836522,Average,22454.62371
63,545447,Scripting,Corrective,3,12,1,4,Junior,4.455178145,3,93.8719302,28,73.24414591,Average,24021.37601
18,498562,High-level,Perfective,4,19,3,2,Junior,9.669685146,1,80.50933768,59,43.22131876,Average,24063.54202
90,703965,High-level,Corrective,8,19,3,14,Mid-level,5.71199184,3,85.05801973,66,67.9725796,Good,25296.06349
44,384934,High-level,Adaptive,1,9,2,2,Senior,8.634315778,1,55.05453006,64,60.90289447,Average,20818.35528
34,893048,Low-level,Perfective,6,10,1,15,Mid-level,1.394502362,2,82.58882264,60,76.89801952,Good,26784.37415
74,956592,High-level,Adaptive,1,8,2,12,Mid-level,5.692064631,3,30.35039091,18,44.67698345,Good,30796.02858
62,866184,Low-level,Adaptive,1,8,1,5,Mid-level,8.679796267,2,39.84787621,45,47.28256249,Average,30513.07338
100,318428,High-level,Corrective,8,4,3,20,Mid-level,5.831057573,2,31.69130138,48,64.35762227,Average,14366.54604
14,320187,Low-level,Corrective,4,0,2,7,Mid-level,7.180141781,1,46.73873354,21,10.80774937,Poor,16362.37035
95,691907,High-level,Adaptive,1,16,2,10,Senior,3.720435678,3,28.55796162,77,43.62444484,Good,27591.72893
48,884439,High-level,Preventive,10,1,2,14,Mid-level,0.92449517,1,96.16114423,56,97.19508453,Average,24020.08439
15,83844,Scripting,Adaptive,7,12,1,14,Mid-level,4.579002951,3,31.2844628,13,3.755232006,Good,10478.65029
72,552820,Low-level,Adaptive,5,8,2,5,Junior,3.944793908,1,9.804453811,43,31.60047229,Average,22378.89694
78,166421,High-level,Perfective,5,3,3,18,Senior,8.670601824,3,52.68171661,15,31.41098191,Good,12149.77895
87,123402,Scripting,Adaptive,1,4,2,14,Mid-level,2.439953024,2,5.709907845,96,63.34641192,Good,14377.12072
62,119012,High-level,Corrective,10,10,1,2,Junior,9.667342275,3,11.05431663,76,10.58003594,Average,14716.44545
40,439661,Scripting,Adaptive,6,18,2,12,Mid-level,9.581381198,2,21.93893892,11,62.85440309,Poor,19107.50878
85,399929,Low-level,Preventive,9,20,2,6,Mid-level,2.476316431,3,46.43502499,54,9.504024065,Average,19933.34653
80,581466,High-level,Corrective,9,2,3,4,Mid-level,3.480519555,1,43.32509323,50,9.495364742,Average,21149.04377
82,574695,High-level,Adaptive,8,11,2,13,Mid-level,8.955557409,1,79.9691862,38,72.81833572,Poor,20881.11831
53,464556,High-level,Corrective,5,18,2,4,Senior,9.666222209,2,73.94746539,32,32.41351738,Good,21433.34437
24,576278,Low-level,Adaptive,1,18,2,14,Junior,4.434391028,1,42.6318294,32,97.74229477,Average,22894.7353
26,994176,Low-level,Corrective,9,12,2,16,Senior,3.209970456,1,33.37042076,28,3.735293644,Good,26594.01621
89,130473,High-level,Adaptive,1,6,2,4,Mid-level,5.260940133,3,31.64687841,68,44.51066637,Good,16638.68174
60,984049,High-level,Perfective,8,14,2,1,Mid-level,6.877692064,3,77.39950873,69,11.31359377,Average,32867.61081
41,479007,Scripting,Corrective,5,6,2,13,Mid-level,2.734745154,2,5.207240622,30,35.13789668,Good,18438.27175
29,845573,Scripting,Adaptive,3,7,3,4,Mid-level,7.364731746,3,1.282164951,79,99.82224506,Average,29821.12155
15,418009,Low-level,Perfective,7,4,2,20,Senior,0.516573571,2,79.55443919,30,88.88425117,Good,14020.76704
45,319714,High-level,Preventive,7,20,3,18,Mid-level,0.492944928,1,47.7146376,88,4.832440886,Average,16783.82327
65,227156,High-level,Corrective,9,13,2,6,Mid-level,3.862877051,3,13.08811386,45,56.32558438,Average,14856.59243
89,169964,High-level,Corrective,7,3,3,3,Mid-level,3.534731921,2,23.55659346,96,64.78223048,Average,15062.71385
71,526303,Scripting,Corrective,3,9,3,13,Senior,3.156332154,3,93.25039531,76,20.9534624,Average,22958.41057
9,62813,High-level,Preventive,1,19,2,16,Mid-level,4.910197627,1,85.95029756,51,14.51055734,Average,13346.92568
88,28712,Low-level,Preventive,8,14,3,5,Senior,3.207335823,2,70.97850502,9,90.43811347,Average,9900.484973
1,625785,High-level,Adaptive,3,17,1,4,Mid-level,1.922579185,1,48.22252303,87,96.88164415,Average,24765.25409
8,926919,Low-level,Perfective,8,19,3,8,Junior,3.094695491,1,52.03236262,73,99.18928573,Good,28771.1185
88,768214,Low-level,Adaptive,8,12,2,19,Mid-level,9.749042728,1,97.52445353,40,78.97617737,Average,23917.04477
63,113816,Scripting,Adaptive,5,7,1,14,Mid-level,4.11113417,3,96.57704439,94,66.35020694,Average,13786.81657
11,129778,High-level,Corrective,1,8,2,7,Mid-level,4.447127769,3,21.52690458,76,34.57302522,Average,16012.17705
81,587580,High-level,Perfective,10,15,3,14,Junior,5.7654499,3,81.11045663,2,17.13983123,Good,21072.29896
8,286977,High-level,Corrective,7,18,1,6,Senior,9.833407684,2,19.72426662,58,7.898059937,Good,16822.5215
35,136230,Scripting,Perfective,10,15,2,12,Senior,2.416012764,2,21.35374779,51,69.32974686,Average,10554.67255
35,719040,Scripting,Perfective,5,6,3,16,Senior,6.812821105,1,67.60930342,33,78.47234152,Poor,22740.40521
33,807741,Low-level,Perfective,8,13,3,17,Junior,7.159846935,1,40.50010986,48,82.64536525,Average,24826.85159
5,270114,Low-level,Corrective,9,13,2,13,Junior,6.073244168,2,93.15444071,27,91.37650033,Average,13886.61162
41,335618,Low-level,Corrective,7,3,1,14,Junior,0.885783396,3,8.90097349,82,87.99295636,Good,15775.51364
28,833972,High-level,Corrective,7,14,1,7,Senior,6.768722758,2,51.15256408,86,99.97412723,Average,27292.33382
7,152456,Scripting,Corrective,1,2,2,14,Senior,0.64094711,1,91.85215304,95,24.4064011,Good,13573.41147
73,805449,High-level,Corrective,4,4,2,15,Mid-level,5.961426495,1,90.41136605,12,76.33076152,Average,24823.87186
72,863312,High-level,Preventive,2,0,3,12,Junior,7.395811772,1,15.65292134,96,58.64595124,Good,29267.62627
12,106570,Low-level,Adaptive,2,2,1,17,Mid-level,2.109698906,2,36.66377001,97,26.12451325,Poor,13109.44361
34,271846,High-level,Corrective,2,14,2,9,Mid-level,8.416220075,3,61.91214,96,98.19053223,Good,19196.19739
33,918888,High-level,Corrective,4,7,1,15,Mid-level,0.303538055,2,15.93948848,68,89.78981048,Good,27419.91314
48,1404,Low-level,Adaptive,1,3,1,12,Mid-level,8.438128637,3,96.8022172,66,12.85156684,Good,12907.38828
23,959447,High-level,Adaptive,4,1,2,2,Senior,4.603290506,2,91.47493287,60,2.615834232,Poor,31110.48537
62,704286,Low-level,Adaptive,2,9,2,5,Junior,2.175879399,2,16.6950179,59,68.83307623,Poor,27243.45227
88,947693,High-level,Preventive,5,3,2,13,Junior,1.33778145,1,12.11554613,70,60.41306289,Average,28874.08525
37,275907,High-level,Adaptive,3,2,3,20,Senior,9.533071676,3,8.540848281,23,93.58156241,Poor,14273.33578
99,674744,High-level,Preventive,8,1,2,8,Mid-level,0.726655876,3,90.9443664,62,23.40052872,Poor,24128.26213
44,716460,High-level,Perfective,4,16,3,14,Junior,1.990934199,1,19.36238098,85,8.438794789,Poor,26755.71738
86,885574,Low-level,Corrective,1,20,3,15,Junior,3.478223474,2,41.62849285,60,25.92153338,Average,31718.22948
91,666220,High-level,Preventive,1,19,2,11,Junior,6.20234849,2,44.88513657,22,1.892764051,Average,27310.13289
35,236365,Low-level,Corrective,10,12,3,1,Mid-level,5.448010853,2,59.90110442,29,3.589275119,Poor,15410.71386
65,343786,High-level,Perfective,3,4,2,3,Senior,1.256434924,3,7.173534375,59,91.48578059,Poor,18597.37336
99,51612,Low-level,Corrective,9,20,1,17,Mid-level,2.897279837,2,22.67586174,17,35.20165825,Average,9548.33071
47,811006,Scripting,Perfective,7,8,3,19,Mid-level,2.387517711,2,93.14903869,95,41.0809001,Average,26008.80796
78,810956,Low-level,Perfective,2,5,1,14,Mid-level,2.135428545,1,90.84101073,55,1.837165454,Poor,27573.49625
3,201244,High-level,Perfective,9,4,2,8,Mid-level,4.111443365,1,78.12906474,52,27.05217802,Average,12336.14788
1,798348,High-level,Perfective,10,9,3,13,Senior,7.040314526,1,1.940124562,6,80.47259837,Good,21235.96609
5,5809,High-level,Corrective,2,7,1,20,Senior,2.174529322,1,32.70067685,96,61.54909597,Good,9181.645357
90,164273,Low-level,Corrective,3,6,1,3,Junior,3.666788797,3,62.79587353,68,75.37806011,Good,16712.33765
14,709690,High-level,Adaptive,10,6,3,5,Senior,3.909174268,3,27.51902118,91,44.72137408,Good,23790.09879
27,145528,High-level,Corrective,2,5,2,9,Mid-level,9.764565294,1,90.95866951,71,30.97292218,Average,15277.08066
9,507964,Low-level,Adaptive,3,20,1,6,Senior,9.546663569,3,63.38894618,78,48.28100933,Average,24088.08099
79,450613,High-level,Corrective,6,19,2,2,Mid-level,8.001375828,1,7.190671732,51,32.30710684,Average,21640.27987
15,908720,Low-level,Preventive,9,2,2,13,Senior,2.416589208,2,90.90055888,3,83.89710967,Average,23756.59062
90,39765,High-level,Adaptive,9,18,2,5,Senior,0.680373141,1,95.77666582,33,29.76737156,Average,10569.54693
42,953320,High-level,Perfective,7,14,3,8,Mid-level,3.169041377,2,7.771241839,68,65.97636405,Average,29782.39671
77,832538,Low-level,Corrective,3,3,2,1,Mid-level,2.667945494,1,53.23602349,32,13.69822223,Average,28416.75244
51,317076,High-level,Perfective,4,11,2,20,Senior,5.059258001,2,30.33642822,68,68.68664937,Poor,16122.26145
63,935604,Low-level,Preventive,6,5,3,12,Senior,7.777279101,2,39.28390765,37,91.32997116,Good,27377.92774
96,844523,High-level,Adaptive,5,18,3,11,Junior,8.583229389,3,17.9651218,97,60.85831546,Poor,31515.02539
52,547237,High-level,Adaptive,2,3,1,7,Senior,8.448640854,1,57.8072102,25,55.985538,Poor,21563.78476
96,202152,Scripting,Perfective,6,14,1,15,Mid-level,3.596755612,1,95.79793532,0,96.1118268,Poor,12580.58697
4,300888,Low-level,Corrective,3,8,1,11,Junior,6.872343435,1,50.30726003,3,62.73965553,Average,15594.13409
94,701903,Low-level,Adaptive,8,4,2,16,Mid-level,3.128341975,2,8.291458139,38,25.95504333,Poor,22422.80105
23,895751,High-level,Corrective,2,12,2,3,Mid-level,0.609055432,1,62.00013335,53,29.23910238,Good,30098.53519
15,93193,Low-level,Corrective,1,17,2,20,Senior,7.015652656,3,34.02229945,89,70.53066425,Average,14055.23012
43,37187,High-level,Corrective,9,4,3,14,Mid-level,0.098275526,2,85.59251896,32,73.54365939,Average,7876.093553
29,506950,High-level,Corrective,3,15,3,3,Senior,4.091825875,2,43.46781483,32,30.34962318,Average,22402.02543
36,139311,Scripting,Corrective,1,18,1,1,Junior,3.293792693,2,19.28396089,71,34.53439779,Average,17951.6751
13,911886,High-level,Corrective,7,13,2,15,Mid-level,6.933775385,1,19.11056227,19,99.10565087,Good,25490.59384
32,801921,Scripting,Preventive,10,15,2,1,Mid-level,7.662454728,1,76.87641807,15,10.19525496,Average,25982.09501
71,509153,High-level,Adaptive,5,14,2,17,Mid-level,3.04094636,2,26.55875983,20,40.46450284,Good,19375.30341
59,190089,High-level,Preventive,5,3,2,2,Junior,8.116270144,2,76.72333942,44,6.24475312,Good,16224.57618
86,587165,Low-level,Adaptive,1,6,3,20,Junior,2.939167605,1,20.58873108,89,82.1078362,Good,22854.08205
28,437341,Scripting,Corrective,9,15,2,6,Mid-level,4.4632636,1,32.16863687,86,9.234583895,Average,19541.64371
66,313066,Low-level,Adaptive,7,20,2,8,Mid-level,7.27018527,3,46.54869724,81,67.40073565,Poor,19332.07466
42,619362,Scripting,Adaptive,8,20,3,16,Mid-level,6.929202292,1,94.31958497,61,5.6483424,Average,22840.27473
45,688409,Low-level,Corrective,9,7,2,19,Mid-level,9.873684723,3,93.17314248,30,67.28550378,Average,21848.55915
62,562419,Low-level,Adaptive,6,16,1,1,Senior,2.251610242,3,20.68718754,41,84.30369469,Good,22378.94001
57,961448,Scripting,Corrective,5,15,2,3,Senior,6.623179135,1,35.82190412,11,39.88215269,Good,29666.56591
6,641053,High-level,Adaptive,6,9,1,3,Mid-level,6.096819083,1,14.93993885,64,52.21264934,Good,23143.31511
28,861395,High-level,Adaptive,2,9,3,5,Mid-level,9.150984545,1,50.99850793,72,40.1541738,Good,30176.44926
28,632172,High-level,Corrective,4,1,1,12,Junior,1.563621416,2,46.05825507,2,30.04887586,Poor,21709.60466
44,126917,Scripting,Corrective,3,8,2,12,Senior,7.517981636,2,90.07601625,89,80.32634006,Poor,14502.25484
84,811717,Scripting,Perfective,7,16,2,20,Junior,5.682686163,3,93.00053778,8,27.20025737,Poor,26435.60873
30,300770,High-level,Adaptive,9,10,3,13,Mid-level,2.746658698,3,38.3567391,50,72.29434244,Good,14508.90614
62,699168,Low-level,Corrective,5,9,1,20,Mid-level,4.744349141,2,49.1737943,15,20.61970793,Good,22342.46681
75,482680,Scripting,Preventive,6,16,1,9,Mid-level,3.337765971,1,89.62362491,87,24.98537961,Average,21660.64093
92,972375,High-level,Corrective,10,3,1,7,Junior,5.793134028,1,80.67078077,77,33.64611626,Good,29138.70614
89,282342,Low-level,Adaptive,2,15,1,4,Senior,8.890006108,3,0.365631134,2,58.91563774,Good,17938.51239
62,938262,Scripting,Preventive,3,19,1,19,Junior,5.693049844,1,32.00595642,97,45.44223192,Good,30885.15245
97,540542,High-level,Corrective,3,14,2,19,Mid-level,6.317224183,1,42.17742419,96,74.51448098,Good,22228.30473
1,45238,Low-level,Corrective,9,20,1,6,Junior,5.187478471,3,22.97162837,23,21.35673003,Average,11609.79869
27,2252,High-level,Corrective,7,4,1,13,Junior,0.511655064,2,19.95716159,72,1.067228785,Average,9605.319027
62,827196,Scripting,Corrective,8,5,3,11,Senior,2.328585569,3,3.77845066,12,77.65574718,Poor,24339.11334
77,865141,Scripting,Corrective,10,16,2,13,Junior,4.920017294,2,64.33697251,1,82.16493339,Average,25589.85726
3,955945,Scripting,Adaptive,9,0,2,13,Senior,3.102352837,1,26.25102905,70,5.948016311,Average,26080.91027
70,486450,High-level,Corrective,6,18,2,20,Mid-level,1.817635978,3,5.234717843,20,61.09075222,Poor,19026.02966
72,316826,Scripting,Adaptive,4,3,3,15,Junior,5.041328419,1,23.09793105,18,37.82067839,Good,15447.93571
27,322638,Scripting,Preventive,1,16,1,13,Senior,3.228097934,2,80.19139528,88,79.38956552,Average,18802.63111
9,606605,High-level,Perfective,8,8,3,11,Mid-level,2.581076432,2,85.14891816,46,87.44145542,Good,20381.53768
62,328359,Scripting,Adaptive,7,1,3,19,Senior,4.639854174,1,48.30662452,21,85.10037668,Poor,12766.69477
37,603875,High-level,Corrective,2,7,1,8,Junior,1.332842581,2,41.60706704,74,77.72042474,Average,24261.61535
97,7949,Low-level,Adaptive,8,14,3,20,Senior,9.277457331,1,97.78536935,32,26.90522287,Average,8776.600351
51,764185,High-level,Adaptive,5,6,1,8,Junior,8.677020979,2,20.05646596,31,81.18896436,Poor,26074.79478
44,318537,High-level,Adaptive,7,5,1,10,Mid-level,7.076205857,2,21.53592829,63,53.34784759,Average,16067.56175
24,729913,High-level,Corrective,4,0,3,16,Senior,1.062138276,3,29.1867177,84,5.275661483,Poor,24887.6508
79,663301,Low-level,Perfective,5,14,3,19,Senior,7.758772545,3,17.27573183,38,45.69388499,Poor,23711.33706
59,551222,High-level,Adaptive,8,6,2,11,Senior,8.079573281,1,37.93655982,83,94.2157917,Poor,20094.92221
32,941890,Low-level,Corrective,1,16,1,13,Senior,7.677646177,2,91.0834227,71,88.78593497,Poor,31468.12238
96,781722,High-level,Corrective,1,1,2,9,Senior,1.139658871,2,61.53478406,41,10.2264281,Good,26888.81553
88,456102,High-level,Adaptive,4,8,3,20,Junior,6.439079571,1,41.19465486,100,74.41266857,Poor,20557.79455
52,338889,Low-level,Perfective,3,8,2,19,Mid-level,8.343247957,3,93.44107946,8,80.5792866,Average,16593.51733
62,477467,Low-level,Perfective,10,12,2,16,Mid-level,5.773534012,3,4.846423248,24,27.13881882,Good,17499.53733
58,357600,High-level,Perfective,2,5,1,7,Mid-level,6.464073752,1,21.02761779,88,47.16085707,Average,19561.93689
52,316557,Low-level,Corrective,3,5,1,19,Mid-level,4.583634794,2,56.58886051,96,71.09879415,Good,16681.45984
12,975304,Scripting,Adaptive,1,19,3,12,Mid-level,5.287073199,1,61.55526232,1,43.90414888,Good,30498.52214
39,884671,Low-level,Adaptive,1,19,2,15,Junior,0.343768584,2,3.955750656,18,11.27969189,Good,29324.77869
2,305462,High-level,Corrective,6,20,3,14,Mid-level,6.38963022,1,40.30387579,19,70.58824447,Poor,15488.83996
3,251875,High-level,Corrective,5,2,2,11,Junior,0.814472129,3,64.91539648,92,91.16386897,Good,15511.88551
56,464389,Scripting,Perfective,8,16,3,10,Mid-level,4.350145943,3,69.80705464,69,65.24847284,Good,20354.34514
81,71390,High-level,Corrective,2,16,1,11,Mid-level,2.926550977,2,63.81399025,16,77.38007486,Average,12825.7243
59,708689,Scripting,Adaptive,4,11,2,6,Senior,5.454279502,2,32.05632244,88,35.83625357,Poor,27011.12703
2,254490,Low-level,Corrective,8,15,1,2,Senior,1.334163355,3,9.35201236,67,18.31982451,Average,15981.77815
2,568376,Scripting,Corrective,6,14,2,11,Mid-level,6.91643402,2,42.71124464,93,64.27736616,Good,22424.94596
92,248940,Low-level,Corrective,1,12,2,19,Junior,7.950115369,1,12.87544374,83,32.77712058,Average,17805.41755
54,366340,Scripting,Preventive,4,0,3,6,Mid-level,1.633544497,2,94.76236585,2,86.0073519,Good,16443.89276
87,434027,High-level,Perfective,1,16,2,14,Junior,1.043130874,3,47.5170866,86,12.262805,Poor,23619.81047
96,509041,Low-level,Preventive,2,2,1,20,Mid-level,1.455154828,2,31.72591744,50,43.34636997,Good,19611.50137
97,318623,High-level,Adaptive,5,14,1,6,Mid-level,8.771275619,2,76.63040711,81,39.67276005,Poor,20181.012
1,217464,High-level,Corrective,8,3,1,17,Junior,5.281892618,3,49.79485926,25,93.80538536,Poor,11823.3897
19,743729,Low-level,Adaptive,8,3,2,10,Mid-level,4.67260996,3,31.0034024,55,15.31348006,Average,24358.72321
2,511736,Scripting,Adaptive,3,17,3,1,Senior,1.067118191,3,81.19677424,99,0.984682501,Poor,25332.56887
53,807395,Scripting,Perfective,4,16,3,3,Senior,6.495560068,1,86.7152151,63,23.80852128,Poor,29397.94687
